country,NUTS0_ID,type_of_building,heating_equipment,year,heating_or_cooling,price_index_households_appliances,labour_cost_index_construction_sector,equipment_and_maintenance_index,specific_investment_costs,equipment_cost_ share,installation_cost_share,fixed_O_and_M,variable_O_and_M,technical_lifetime,total_annual_net_efficiency
Croatia,HR,service,HP Air-to-Water,2030,heating,0.83,0.23,0.66,231,0.7,0.3,7,0,20,3.7
Cyprus,CY,service,HP Air-to-Water,2030,heating,1.02,0.36,0.73,294,0.7,0.3,7,0,20,3.7
Czech Republic,CZ,service,HP Air-to-Water,2030,heating,0.8,0.24,0.63,226,0.7,0.3,6,0,20,3.7
Denmark,DK,service,HP Air-to-Water,2030,heating,1,1,1,390,0.7,0.3,10,0,20,3.7
Estonia,EE,service,HP Air-to-Water,2030,heating,0.82,0.3,0.72,239,0.7,0.3,7,0,20,3.7
Finland,FI,service,HP Air-to-Water,2030,heating,0.94,0.87,0.92,355,0.7,0.3,9,0,20,3.7
France,FR,service,HP Air-to-Water,2030,heating,0.93,0.8,0.84,342,0.7,0.3,8,0,20,3.7
Germany,DE,service,HP Air-to-Water,2030,heating,0.89,0.69,0.82,316,0.7,0.3,8,0,20,3.7
Greece,EL,service,HP Air-to-Water,2030,heating,0.81,0.29,0.74,234,0.7,0.3,7,0,20,3.7
Hungary,HU,service,HP Air-to-Water,2030,heating,0.76,0.15,0.57,202,0.7,0.3,6,0,20,3.7
Ireland,IE,service,HP Air-to-Water,2030,heating,0.87,0.69,0.83,311,0.7,0.3,8,0,20,3.7
Italy,IT,service,HP Air-to-Water,2030,heating,0.94,0.6,0.87,314,0.7,0.3,9,0,20,3.7
Latvia,LV,service,HP Air-to-Water,2030,heating,0.76,0.19,0.68,208,0.7,0.3,7,0,20,3.7
Lithuania,LT,service,HP Air-to-Water,2030,heating,0.81,0.18,0.66,218,0.7,0.3,7,0,20,3.7
Luxembourg,LU,service,HP Air-to-Water,2030,heating,0.98,0.64,0.92,331,0.7,0.3,9,0,20,3.7
Malta,MT,service,HP Air-to-Water,2030,heating,1.16,0.24,0.85,308,0.7,0.3,9,0,20,3.7
Netherlands,NL,service,HP Air-to-Water,2030,heating,0.87,0.86,0.88,337,0.7,0.3,9,0,20,3.7
Poland,PL,service,HP Air-to-Water,2030,heating,0.66,0.19,0.52,185,0.7,0.3,5,0,20,3.7
Portugal,PT,service,HP Air-to-Water,2030,heating,1,0.3,0.77,282,0.7,0.3,8,0,20,3.7
Romania,RO,service,HP Air-to-Water,2030,heating,0.8,0.11,0.57,203,0.7,0.3,6,0,20,3.7
Slovakia,SK,service,HP Air-to-Water,2030,heating,0.81,0.24,0.66,226,0.7,0.3,7,0,20,3.7
Slovenia,SI,service,HP Air-to-Water,2030,heating,0.88,0.3,0.73,252,0.7,0.3,7,0,20,3.7
Spain,ES,service,HP Air-to-Water,2030,heating,0.89,0.51,0.82,289,0.7,0.3,8,0,20,3.7
Sweden,SE,service,HP Air-to-Water,2030,heating,1.01,1.02,0.98,394,0.7,0.3,10,0,20,3.7
United Kingdom,UK,service,HP Air-to-Water,2030,heating,0.87,0.71,0.85,314,0.7,0.3,8,0,20,3.7
Austria,AT,service,HP Air-to-Water,2050,heating,0.82,0.81,0.9,286,0.7,0.3,9,0,20,4
Belgium,BE,service,HP Air-to-Water,2050,heating,0.92,0.88,0.88,317,0.7,0.3,9,0,20,4
Bulgaria,BG,service,HP Air-to-Water,2050,heating,0.73,0.09,0.52,167,0.7,0.3,5,0,20,4
Croatia,HR,service,HP Air-to-Water,2050,heating,0.83,0.23,0.66,207,0.7,0.3,7,0,20,4
Cyprus,CY,service,HP Air-to-Water,2050,heating,1.02,0.36,0.73,264,0.7,0.3,7,0,20,4
Czech Republic,CZ,service,HP Air-to-Water,2050,heating,0.8,0.24,0.63,203,0.7,0.3,6,0,20,4
Denmark,DK,service,HP Air-to-Water,2050,heating,1,1,1,350,0.7,0.3,10,0,20,4
Estonia,EE,service,HP Air-to-Water,2050,heating,0.82,0.3,0.72,214,0.7,0.3,7,0,20,4
Finland,FI,service,HP Air-to-Water,2050,heating,0.94,0.87,0.92,319,0.7,0.3,9,0,20,4
France,FR,service,HP Air-to-Water,2050,heating,0.93,0.8,0.84,307,0.7,0.3,8,0,20,4
Germany,DE,service,HP Air-to-Water,2050,heating,0.89,0.69,0.82,283,0.7,0.3,8,0,20,4
Greece,EL,service,HP Air-to-Water,2050,heating,0.81,0.29,0.74,210,0.7,0.3,7,0,20,4
Hungary,HU,service,HP Air-to-Water,2050,heating,0.76,0.15,0.57,181,0.7,0.3,6,0,20,4
Ireland,IE,service,HP Air-to-Water,2050,heating,0.87,0.69,0.83,279,0.7,0.3,8,0,20,4
Italy,IT,service,HP Air-to-Water,2050,heating,0.94,0.6,0.87,282,0.7,0.3,9,0,20,4
Latvia,LV,service,HP Air-to-Water,2050,heating,0.76,0.19,0.68,187,0.7,0.3,7,0,20,4
Lithuania,LT,service,HP Air-to-Water,2050,heating,0.81,0.18,0.66,196,0.7,0.3,7,0,20,4
Luxembourg,LU,service,HP Air-to-Water,2050,heating,0.98,0.64,0.92,297,0.7,0.3,9,0,20,4
Malta,MT,service,HP Air-to-Water,2050,heating,1.16,0.24,0.85,277,0.7,0.3,9,0,20,4
Netherlands,NL,service,HP Air-to-Water,2050,heating,0.87,0.86,0.88,302,0.7,0.3,9,0,20,4
Poland,PL,service,HP Air-to-Water,2050,heating,0.66,0.19,0.52,166,0.7,0.3,5,0,20,4
Portugal,PT,service,HP Air-to-Water,2050,heating,1,0.3,0.77,253,0.7,0.3,8,0,20,4
Romania,RO,service,HP Air-to-Water,2050,heating,0.8,0.11,0.57,182,0.7,0.3,6,0,20,4
Slovakia,SK,service,HP Air-to-Water,2050,heating,0.81,0.24,0.66,202,0.7,0.3,7,0,20,4
Slovenia,SI,service,HP Air-to-Water,2050,heating,0.88,0.3,0.73,226,0.7,0.3,7,0,20,4
Spain,ES,service,HP Air-to-Water,2050,heating,0.89,0.51,0.82,259,0.7,0.3,8,0,20,4
Sweden,SE,service,HP Air-to-Water,2050,heating,1.01,1.02,0.98,354,0.7,0.3,10,0,20,4
United Kingdom,UK,service,HP Air-to-Water,2050,heating,0.87,0.71,0.85,282,0.7,0.3,8,0,20,4
Austria,AT,service,HP Brine-to-Water,2015,heating,0.82,0.81,0.9,485,0.65,0.35,9,0,20,3.3
Belgium,BE,service,HP Brine-to-Water,2015,heating,0.92,0.88,0.88,537,0.65,0.35,8.8,0,20,3.3
Bulgaria,BG,service,HP Brine-to-Water,2015,heating,0.73,0.09,0.52,246,0.65,0.35,5.2,0,20,3.3
Croatia,HR,service,HP Brine-to-Water,2015,heating,0.83,0.23,0.66,317,0.65,0.35,6.6,0,20,3.3
Cyprus,CY,service,HP Brine-to-Water,2015,heating,1.02,0.36,0.73,410,0.65,0.35,7.3,0,20,3.3
Czech Republic,CZ,service,HP Brine-to-Water,2015,heating,0.8,0.24,0.63,311,0.65,0.35,6.3,0,20,3.3
Denmark,DK,service,HP Brine-to-Water,2015,heating,1,1,1,595,0.65,0.35,10,0,20,3.3
Estonia,EE,service,HP Brine-to-Water,2015,heating,0.82,0.3,0.72,333,0.65,0.35,7.2,0,20,3.3
Finland,FI,service,HP Brine-to-Water,2015,heating,0.94,0.87,0.92,538,0.65,0.35,9.2,0,20,3.3
France,FR,service,HP Brine-to-Water,2015,heating,0.93,0.8,0.84,514,0.65,0.35,8.4,0,20,3.3
Germany,DE,service,HP Brine-to-Water,2015,heating,0.89,0.69,0.82,470,0.65,0.35,8.2,0,20,3.3
Greece,EL,service,HP Brine-to-Water,2015,heating,0.81,0.29,0.74,326,0.65,0.35,7.4,0,20,3.3
Hungary,HU,service,HP Brine-to-Water,2015,heating,0.76,0.15,0.57,272,0.65,0.35,5.7,0,20,3.3
Ireland,IE,service,HP Brine-to-Water,2015,heating,0.87,0.69,0.83,464,0.65,0.35,8.3,0,20,3.3
Italy,IT,service,HP Brine-to-Water,2015,heating,0.94,0.6,0.87,459,0.65,0.35,8.7,0,20,3.3
Latvia,LV,service,HP Brine-to-Water,2015,heating,0.76,0.19,0.68,283,0.65,0.35,6.8,0,20,3.3
Lithuania,LT,service,HP Brine-to-Water,2015,heating,0.81,0.18,0.66,296,0.65,0.35,6.6,0,20,3.3
Luxembourg,LU,service,HP Brine-to-Water,2015,heating,0.98,0.64,0.92,484,0.65,0.35,9.2,0,20,3.3
Malta,MT,service,HP Brine-to-Water,2015,heating,1.16,0.24,0.85,416,0.65,0.35,8.5,0,20,3.3
Netherlands,NL,service,HP Brine-to-Water,2015,heating,0.87,0.86,0.88,513,0.65,0.35,8.8,0,20,3.3
Poland,PL,service,HP Brine-to-Water,2015,heating,0.66,0.19,0.52,254,0.65,0.35,5.2,0,20,3.3
Portugal,PT,service,HP Brine-to-Water,2015,heating,1,0.3,0.77,388,0.65,0.35,7.7,0,20,3.3
Romania,RO,service,HP Brine-to-Water,2015,heating,0.8,0.11,0.57,269,0.65,0.35,5.7,0,20,3.3
Slovakia,SK,service,HP Brine-to-Water,2015,heating,0.81,0.24,0.66,310,0.65,0.35,6.6,0,20,3.3
Slovenia,SI,service,HP Brine-to-Water,2015,heating,0.88,0.3,0.73,350,0.65,0.35,7.3,0,20,3.3
Spain,ES,service,HP Brine-to-Water,2015,heating,0.89,0.51,0.82,418,0.65,0.35,8.2,0,20,3.3
Sweden,SE,service,HP Brine-to-Water,2015,heating,1.01,1.02,0.98,603,0.65,0.35,9.8,0,20,3.3
United Kingdom,UK,service,HP Brine-to-Water,2015,heating,0.87,0.71,0.85,470,0.65,0.35,8.5,0,20,3.3
Austria,AT,service,HP Brine-to-Water,2020,heating,0.82,0.81,0.9,457,0.65,0.35,9,0,20,3.5
Belgium,BE,service,HP Brine-to-Water,2020,heating,0.92,0.88,0.88,505,0.65,0.35,8.8,0,20,3.5
Bulgaria,BG,service,HP Brine-to-Water,2020,heating,0.73,0.09,0.52,231,0.65,0.35,5.2,0,20,3.5
Croatia,HR,service,HP Brine-to-Water,2020,heating,0.83,0.23,0.66,298,0.65,0.35,6.6,0,20,3.5
Cyprus,CY,service,HP Brine-to-Water,2020,heating,1.02,0.36,0.73,385,0.65,0.35,7.3,0,20,3.5
Czech Republic,CZ,service,HP Brine-to-Water,2020,heating,0.8,0.24,0.63,293,0.65,0.35,6.3,0,20,3.5
Denmark,DK,service,HP Brine-to-Water,2020,heating,1,1,1,560,0.65,0.35,10,0,20,3.5
Estonia,EE,service,HP Brine-to-Water,2020,heating,0.82,0.3,0.72,313,0.65,0.35,7.2,0,20,3.5
Finland,FI,service,HP Brine-to-Water,2020,heating,0.94,0.87,0.92,506,0.65,0.35,9.2,0,20,3.5
France,FR,service,HP Brine-to-Water,2020,heating,0.93,0.8,0.84,484,0.65,0.35,8.4,0,20,3.5
Germany,DE,service,HP Brine-to-Water,2020,heating,0.89,0.69,0.82,443,0.65,0.35,8.2,0,20,3.5
Greece,EL,service,HP Brine-to-Water,2020,heating,0.81,0.29,0.74,307,0.65,0.35,7.4,0,20,3.5
Hungary,HU,service,HP Brine-to-Water,2020,heating,0.76,0.15,0.57,256,0.65,0.35,5.7,0,20,3.5
Ireland,IE,service,HP Brine-to-Water,2020,heating,0.87,0.69,0.83,437,0.65,0.35,8.3,0,20,3.5
Italy,IT,service,HP Brine-to-Water,2020,heating,0.94,0.6,0.87,432,0.65,0.35,8.7,0,20,3.5
Latvia,LV,service,HP Brine-to-Water,2020,heating,0.76,0.19,0.68,267,0.65,0.35,6.8,0,20,3.5
Lithuania,LT,service,HP Brine-to-Water,2020,heating,0.81,0.18,0.66,278,0.65,0.35,6.6,0,20,3.5
Luxembourg,LU,service,HP Brine-to-Water,2020,heating,0.98,0.64,0.92,456,0.65,0.35,9.2,0,20,3.5
Malta,MT,service,HP Brine-to-Water,2020,heating,1.16,0.24,0.85,391,0.65,0.35,8.5,0,20,3.5
Netherlands,NL,service,HP Brine-to-Water,2020,heating,0.87,0.86,0.88,483,0.65,0.35,8.8,0,20,3.5
Poland,PL,service,HP Brine-to-Water,2020,heating,0.66,0.19,0.52,239,0.65,0.35,5.2,0,20,3.5
Portugal,PT,service,HP Brine-to-Water,2020,heating,1,0.3,0.77,365,0.65,0.35,7.7,0,20,3.5
Romania,RO,service,HP Brine-to-Water,2020,heating,0.8,0.11,0.57,254,0.65,0.35,5.7,0,20,3.5
Slovakia,SK,service,HP Brine-to-Water,2020,heating,0.81,0.24,0.66,292,0.65,0.35,6.6,0,20,3.5
Slovenia,SI,service,HP Brine-to-Water,2020,heating,0.88,0.3,0.73,329,0.65,0.35,7.3,0,20,3.5
Spain,ES,service,HP Brine-to-Water,2020,heating,0.89,0.51,0.82,393,0.65,0.35,8.2,0,20,3.5
Sweden,SE,service,HP Brine-to-Water,2020,heating,1.01,1.02,0.98,567,0.65,0.35,9.8,0,20,3.5
United Kingdom,UK,service,HP Brine-to-Water,2020,heating,0.87,0.71,0.85,442,0.65,0.35,8.5,0,20,3.5
Austria,AT,service,HP Brine-to-Water,2030,heating,0.82,0.81,0.9,408,0.65,0.35,9,0,20,4
Belgium,BE,service,HP Brine-to-Water,2030,heating,0.92,0.88,0.88,451,0.65,0.35,8.8,0,20,4
Bulgaria,BG,service,HP Brine-to-Water,2030,heating,0.73,0.09,0.52,206,0.65,0.35,5.2,0,20,4
Croatia,HR,service,HP Brine-to-Water,2030,heating,0.83,0.23,0.66,266,0.65,0.35,6.6,0,20,4
Cyprus,CY,service,HP Brine-to-Water,2030,heating,1.02,0.36,0.73,344,0.65,0.35,7.3,0,20,4
Czech Republic,CZ,service,HP Brine-to-Water,2030,heating,0.8,0.24,0.63,261,0.65,0.35,6.3,0,20,4
Denmark,DK,service,HP Brine-to-Water,2030,heating,1,1,1,500,0.65,0.35,10,0,20,4
Estonia,EE,service,HP Brine-to-Water,2030,heating,0.82,0.3,0.72,280,0.65,0.35,7.2,0,20,4
Finland,FI,service,HP Brine-to-Water,2030,heating,0.94,0.87,0.92,452,0.65,0.35,9.2,0,20,4
France,FR,service,HP Brine-to-Water,2030,heating,0.93,0.8,0.84,432,0.65,0.35,8.4,0,20,4
Germany,DE,service,HP Brine-to-Water,2030,heating,0.89,0.69,0.82,395,0.65,0.35,8.2,0,20,4
Greece,EL,service,HP Brine-to-Water,2030,heating,0.81,0.29,0.74,274,0.65,0.35,7.4,0,20,4
Hungary,HU,service,HP Brine-to-Water,2030,heating,0.76,0.15,0.57,229,0.65,0.35,5.7,0,20,4
Ireland,IE,service,HP Brine-to-Water,2030,heating,0.87,0.69,0.83,390,0.65,0.35,8.3,0,20,4
Italy,IT,service,HP Brine-to-Water,2030,heating,0.94,0.6,0.87,386,0.65,0.35,8.7,0,20,4
Latvia,LV,service,HP Brine-to-Water,2030,heating,0.76,0.19,0.68,238,0.65,0.35,6.8,0,20,4
Lithuania,LT,service,HP Brine-to-Water,2030,heating,0.81,0.18,0.66,248,0.65,0.35,6.6,0,20,4
Luxembourg,LU,service,HP Brine-to-Water,2030,heating,0.98,0.64,0.92,407,0.65,0.35,9.2,0,20,4
Malta,MT,service,HP Brine-to-Water,2030,heating,1.16,0.24,0.85,349,0.65,0.35,8.5,0,20,4
Netherlands,NL,service,HP Brine-to-Water,2030,heating,0.87,0.86,0.88,431,0.65,0.35,8.8,0,20,4
Poland,PL,service,HP Brine-to-Water,2030,heating,0.66,0.19,0.52,214,0.65,0.35,5.2,0,20,4
Portugal,PT,service,HP Brine-to-Water,2030,heating,1,0.3,0.77,326,0.65,0.35,7.7,0,20,4
Romania,RO,service,HP Brine-to-Water,2030,heating,0.8,0.11,0.57,226,0.65,0.35,5.7,0,20,4
Slovakia,SK,service,HP Brine-to-Water,2030,heating,0.81,0.24,0.66,261,0.65,0.35,6.6,0,20,4
Slovenia,SI,service,HP Brine-to-Water,2030,heating,0.88,0.3,0.73,294,0.65,0.35,7.3,0,20,4
Spain,ES,service,HP Brine-to-Water,2030,heating,0.89,0.51,0.82,351,0.65,0.35,8.2,0,20,4
Sweden,SE,service,HP Brine-to-Water,2030,heating,1.01,1.02,0.98,506,0.65,0.35,9.8,0,20,4
United Kingdom,UK,service,HP Brine-to-Water,2030,heating,0.87,0.71,0.85,395,0.65,0.35,8.5,0,20,4.5
Austria,AT,service,HP Brine-to-Water,2050,heating,0.82,0.81,0.9,367,0.65,0.35,9,0,20,4.5
Belgium,BE,service,HP Brine-to-Water,2050,heating,0.92,0.88,0.88,406,0.65,0.35,8.8,0,20,4.5
Bulgaria,BG,service,HP Brine-to-Water,2050,heating,0.73,0.09,0.52,186,0.65,0.35,5.2,0,20,4.5
Croatia,HR,service,HP Brine-to-Water,2050,heating,0.83,0.23,0.66,239,0.65,0.35,6.6,0,20,4.5
Cyprus,CY,service,HP Brine-to-Water,2050,heating,1.02,0.36,0.73,310,0.65,0.35,7.3,0,20,4.5
Czech Republic,CZ,service,HP Brine-to-Water,2050,heating,0.8,0.24,0.63,235,0.65,0.35,6.3,0,20,4.5
Denmark,DK,service,HP Brine-to-Water,2050,heating,1,1,1,450,0.65,0.35,10,0,20,4.5
Estonia,EE,service,HP Brine-to-Water,2050,heating,0.82,0.3,0.72,252,0.65,0.35,7.2,0,20,4.5
Finland,FI,service,HP Brine-to-Water,2050,heating,0.94,0.87,0.92,407,0.65,0.35,9.2,0,20,4.5
France,FR,service,HP Brine-to-Water,2050,heating,0.93,0.8,0.84,389,0.65,0.35,8.4,0,20,4.5
Germany,DE,service,HP Brine-to-Water,2050,heating,0.89,0.69,0.82,356,0.65,0.35,8.2,0,20,4.5
Greece,EL,service,HP Brine-to-Water,2050,heating,0.81,0.29,0.74,247,0.65,0.35,7.4,0,20,4.5
Hungary,HU,service,HP Brine-to-Water,2050,heating,0.76,0.15,0.57,206,0.65,0.35,5.7,0,20,4.5
Ireland,IE,service,HP Brine-to-Water,2050,heating,0.87,0.69,0.83,351,0.65,0.35,8.3,0,20,4.5
Italy,IT,service,HP Brine-to-Water,2050,heating,0.94,0.6,0.87,347,0.65,0.35,8.7,0,20,4.5
Latvia,LV,service,HP Brine-to-Water,2050,heating,0.76,0.19,0.68,214,0.65,0.35,6.8,0,20,4.5
Lithuania,LT,service,HP Brine-to-Water,2050,heating,0.81,0.18,0.66,224,0.65,0.35,6.6,0,20,4.5
Luxembourg,LU,service,HP Brine-to-Water,2050,heating,0.98,0.64,0.92,366,0.65,0.35,9.2,0,20,4.5
Malta,MT,service,HP Brine-to-Water,2050,heating,1.16,0.24,0.85,314,0.65,0.35,8.5,0,20,4.5
Netherlands,NL,service,HP Brine-to-Water,2050,heating,0.87,0.86,0.88,388,0.65,0.35,8.8,0,20,4.5
Poland,PL,service,HP Brine-to-Water,2050,heating,0.66,0.19,0.52,192,0.65,0.35,5.2,0,20,4.5
Portugal,PT,service,HP Brine-to-Water,2050,heating,1,0.3,0.77,294,0.65,0.35,7.7,0,20,4.5
Romania,RO,service,HP Brine-to-Water,2050,heating,0.8,0.11,0.57,204,0.65,0.35,5.7,0,20,4.5
Slovakia,SK,service,HP Brine-to-Water,2050,heating,0.81,0.24,0.66,235,0.65,0.35,6.6,0,20,4.5
Slovenia,SI,service,HP Brine-to-Water,2050,heating,0.88,0.3,0.73,265,0.65,0.35,7.3,0,20,4.5
Spain,ES,service,HP Brine-to-Water,2050,heating,0.89,0.51,0.82,316,0.65,0.35,8.2,0,20,4.5
Sweden,SE,service,HP Brine-to-Water,2050,heating,1.01,1.02,0.98,456,0.65,0.35,9.8,0,20,4.5
United Kingdom,UK,service,HP Brine-to-Water,2050,heating,0.87,0.71,0.85,355,0.65,0.35,8.5,0,20,4.5
Austria,AT,service,Solar thermal,2015,heating,0.82,0.81,0.9,473,0.65,0.35,2.7,0,20,
Belgium,BE,service,Solar thermal,2015,heating,0.92,0.88,0.88,526,0.65,0.35,2.6,0,20,
Bulgaria,BG,service,Solar thermal,2015,heating,0.73,0.09,0.52,294,0.65,0.35,1.5,0,20,
Croatia,HR,service,Solar thermal,2015,heating,0.83,0.23,0.66,360,0.65,0.35,2,0,20,
Cyprus,CY,service,Solar thermal,2015,heating,1.02,0.36,0.73,456,0.65,0.35,2.2,0,20,
Czech Republic,CZ,service,Solar thermal,2015,heating,0.8,0.24,0.63,351,0.65,0.35,1.9,0,20,
Denmark,DK,service,Solar thermal,2015,heating,1,1,1,579,0.65,0.35,3,0,20,
Estonia,EE,service,Solar thermal,2015,heating,0.82,0.3,0.72,369,0.65,0.35,2.2,0,20,
Finland,FI,service,Solar thermal,2015,heating,0.94,0.87,0.92,529,0.65,0.35,2.8,0,20,
France,FR,service,Solar thermal,2015,heating,0.93,0.8,0.84,511,0.65,0.35,2.5,0,20,
Germany,DE,service,Solar thermal,2015,heating,0.89,0.69,0.82,474,0.65,0.35,2.5,0,20,
Greece,EL,service,Solar thermal,2015,heating,0.81,0.29,0.74,362,0.65,0.35,2.2,0,20,
Hungary,HU,service,Solar thermal,2015,heating,0.76,0.15,0.57,317,0.65,0.35,1.7,0,20,
Ireland,IE,service,Solar thermal,2015,heating,0.87,0.69,0.83,466,0.65,0.35,2.5,0,20,
Italy,IT,service,Solar thermal,2015,heating,0.94,0.6,0.87,476,0.65,0.35,2.6,0,20,
Latvia,LV,service,Solar thermal,2015,heating,0.76,0.19,0.68,325,0.65,0.35,2,0,20,
Lithuania,LT,service,Solar thermal,2015,heating,0.81,0.18,0.66,342,0.65,0.35,2,0,20,
Luxembourg,LU,service,Solar thermal,2015,heating,0.98,0.64,0.92,500,0.65,0.35,2.8,0,20,
Malta,MT,service,Solar thermal,2015,heating,1.16,0.24,0.85,484,0.65,0.35,2.6,0,20,
Netherlands,NL,service,Solar thermal,2015,heating,0.87,0.86,0.88,500,0.65,0.35,2.6,0,20,
Poland,PL,service,Solar thermal,2015,heating,0.66,0.19,0.52,287,0.65,0.35,1.6,0,20,
Portugal,PT,service,Solar thermal,2015,heating,1,0.3,0.77,438,0.65,0.35,2.3,0,20,
Romania,RO,service,Solar thermal,2015,heating,0.8,0.11,0.57,321,0.65,0.35,1.7,0,20,
Slovakia,SK,service,Solar thermal,2015,heating,0.81,0.24,0.66,351,0.65,0.35,2,0,20,
Slovenia,SI,service,Solar thermal,2015,heating,0.88,0.3,0.73,391,0.65,0.35,2.2,0,20,
Spain,ES,service,Solar thermal,2015,heating,0.89,0.51,0.82,439,0.65,0.35,2.5,0,20,
Sweden,SE,service,Solar thermal,2015,heating,1.01,1.02,0.98,585,0.65,0.35,2.9,0,20,
United Kingdom,UK,service,Solar thermal,2015,heating,0.87,0.71,0.85,470,0.65,0.35,2.5,0,20,
Austria,AT,service,Solar thermal,2020,heating,0.82,0.81,0.9,473,0.65,0.35,2.7,0,25,
Belgium,BE,service,Solar thermal,2020,heating,0.92,0.88,0.88,526,0.65,0.35,2.6,0,25,
Bulgaria,BG,service,Solar thermal,2020,heating,0.73,0.09,0.52,294,0.65,0.35,1.5,0,25,
Croatia,HR,service,Solar thermal,2020,heating,0.83,0.23,0.66,360,0.65,0.35,2,0,25,
Cyprus,CY,service,Solar thermal,2020,heating,1.02,0.36,0.73,456,0.65,0.35,2.2,0,25,
Czech Republic,CZ,service,Solar thermal,2020,heating,0.8,0.24,0.63,351,0.65,0.35,1.9,0,25,
Denmark,DK,service,Solar thermal,2020,heating,1,1,1,579,0.65,0.35,3,0,25,
Estonia,EE,service,Solar thermal,2020,heating,0.82,0.3,0.72,369,0.65,0.35,2.2,0,25,
Finland,FI,service,Solar thermal,2020,heating,0.94,0.87,0.92,529,0.65,0.35,2.8,0,25,
France,FR,service,Solar thermal,2020,heating,0.93,0.8,0.84,511,0.65,0.35,2.5,0,25,
Germany,DE,service,Solar thermal,2020,heating,0.89,0.69,0.82,474,0.65,0.35,2.5,0,25,
Greece,EL,service,Solar thermal,2020,heating,0.81,0.29,0.74,362,0.65,0.35,2.2,0,25,
Hungary,HU,service,Solar thermal,2020,heating,0.76,0.15,0.57,317,0.65,0.35,1.7,0,25,
Ireland,IE,service,Solar thermal,2020,heating,0.87,0.69,0.83,466,0.65,0.35,2.5,0,25,
Italy,IT,service,Solar thermal,2020,heating,0.94,0.6,0.87,476,0.65,0.35,2.6,0,25,
Latvia,LV,service,Solar thermal,2020,heating,0.76,0.19,0.68,325,0.65,0.35,2,0,25,
Lithuania,LT,service,Solar thermal,2020,heating,0.81,0.18,0.66,342,0.65,0.35,2,0,25,
Luxembourg,LU,service,Solar thermal,2020,heating,0.98,0.64,0.92,500,0.65,0.35,2.8,0,25,
Malta,MT,service,Solar thermal,2020,heating,1.16,0.24,0.85,484,0.65,0.35,2.6,0,25,
Netherlands,NL,service,Solar thermal,2020,heating,0.87,0.86,0.88,500,0.65,0.35,2.6,0,25,
Poland,PL,service,Solar thermal,2020,heating,0.66,0.19,0.52,287,0.65,0.35,1.6,0,25,
Portugal,PT,service,Solar thermal,2020,heating,1,0.3,0.77,438,0.65,0.35,2.3,0,25,
Romania,RO,service,Solar thermal,2020,heating,0.8,0.11,0.57,321,0.65,0.35,1.7,0,25,
Slovakia,SK,service,Solar thermal,2020,heating,0.81,0.24,0.66,351,0.65,0.35,2,0,25,
Slovenia,SI,service,Solar thermal,2020,heating,0.88,0.3,0.73,391,0.65,0.35,2.2,0,25,
Spain,ES,service,Solar thermal,2020,heating,0.89,0.51,0.82,439,0.65,0.35,2.5,0,25,
Sweden,SE,service,Solar thermal,2020,heating,1.01,1.02,0.98,585,0.65,0.35,2.9,0,25,
United Kingdom,UK,service,Solar thermal,2020,heating,0.87,0.71,0.85,470,0.65,0.35,2.5,0,25,
Austria,AT,service,Solar thermal,2030,heating,0.82,0.81,0.9,391,0.65,0.35,2.7,0,30,
Belgium,BE,service,Solar thermal,2030,heating,0.92,0.88,0.88,435,0.65,0.35,2.6,0,30,
Bulgaria,BG,service,Solar thermal,2030,heating,0.73,0.09,0.52,244,0.65,0.35,1.5,0,30,
Croatia,HR,service,Solar thermal,2030,heating,0.83,0.23,0.66,298,0.65,0.35,2,0,30,
Cyprus,CY,service,Solar thermal,2030,heating,1.02,0.36,0.73,377,0.65,0.35,2.2,0,30,
Czech Republic,CZ,service,Solar thermal,2030,heating,0.8,0.24,0.63,290,0.65,0.35,1.9,0,30,
Denmark,DK,service,Solar thermal,2030,heating,1,1,1,479,0.65,0.35,3,0,30,
Estonia,EE,service,Solar thermal,2030,heating,0.82,0.3,0.72,305,0.65,0.35,2.2,0,30,
Finland,FI,service,Solar thermal,2030,heating,0.94,0.87,0.92,437,0.65,0.35,2.8,0,30,
France,FR,service,Solar thermal,2030,heating,0.93,0.8,0.84,422,0.65,0.35,2.5,0,30,
Germany,DE,service,Solar thermal,2030,heating,0.89,0.69,0.82,392,0.65,0.35,2.5,0,30,
Greece,EL,service,Solar thermal,2030,heating,0.81,0.29,0.74,300,0.65,0.35,2.2,0,30,
Hungary,HU,service,Solar thermal,2030,heating,0.76,0.15,0.57,263,0.65,0.35,1.7,0,30,
Ireland,IE,service,Solar thermal,2030,heating,0.87,0.69,0.83,386,0.65,0.35,2.5,0,30,
Italy,IT,service,Solar thermal,2030,heating,0.94,0.6,0.87,394,0.65,0.35,2.6,0,30,
Latvia,LV,service,Solar thermal,2030,heating,0.76,0.19,0.68,269,0.65,0.35,2,0,30,
Lithuania,LT,service,Solar thermal,2030,heating,0.81,0.18,0.66,283,0.65,0.35,2,0,30,
Luxembourg,LU,service,Solar thermal,2030,heating,0.98,0.64,0.92,414,0.65,0.35,2.8,0,30,
Malta,MT,service,Solar thermal,2030,heating,1.16,0.24,0.85,401,0.65,0.35,2.6,0,30,
Netherlands,NL,service,Solar thermal,2030,heating,0.87,0.86,0.88,413,0.65,0.35,2.6,0,30,
Poland,PL,service,Solar thermal,2030,heating,0.66,0.19,0.52,238,0.65,0.35,1.6,0,30,
